video_id,Stablization,gt_mean_valence,gt_mean_arousal,mean_scene_valence,mean_scene_arousal,coverage_scene,mae_scene_valence,mae_scene_arousal,var_scene_valence,var_scene_arousal,mean_face_valence,mean_face_arousal,coverage_face,mae_face_valence,mae_face_arousal,var_face_valence,var_face_arousal,mean_fusion_valence,mean_fusion_arousal,coverage_fusion,mae_fusion_valence,mae_fusion_arousal,var_fusion_valence,var_fusion_arousal,face_beats_fusion_valence,scene_beats_fusion_valence,face_beats_fusion_arousal,scene_beats_fusion_arousal,delta_mae_scene_valence,delta_mae_scene_arousal,delta_mae_face_valence,delta_mae_face_arousal,delta_mae_fusion_valence,delta_mae_fusion_arousal,export_timestamp
0,False,-0.06333350634835387,-0.25830676448010476,0.05522491705126193,0.614050478433612,,0.11855842339961581,0.8723572429137167,,,-0.09672525987016521,-0.05862523299973652,0.8793103448275862,0.03339175352181134,0.19968153148036824,,,-0.08189561809400293,0.17306052564380836,,0.018562111745649063,0.4313672901239131,,,False,False,True,False,0.0027254576431507,-0.04626883455584263,0.0038046802401130314,0.0029487574832160746,-0.014302843825991146,-0.00011585757147042353,20251005_161034
0,True,-0.06333350634835387,-0.25830676448010476,0.05795037469441264,0.5677816438777693,,0.12128388104276651,0.8260884083578741,,,-0.10052994011027824,-0.05567647551652044,0.8793103448275862,0.03719643376192437,0.20263028896358432,,,-0.059074238428695955,0.17294466807233794,,0.004259267919657916,0.4312514325524427,,,False,False,True,False,0.0027254576431507,-0.04626883455584263,0.0038046802401130314,0.0029487574832160746,-0.014302843825991146,-0.00011585757147042353,20251005_161034
1,False,-0.0035505529816907055,0.137104437184062,-0.00014394900466028888,0.5782233740274723,,0.0034066039770304164,0.44111893684341025,,,-0.2239142221204626,0.272557678565574,0.8,0.2203636691387719,0.135453241381512,,,-0.15747668433578296,0.405863640092764,,0.15392613135409225,0.268759202908702,,,False,True,True,False,0.038187258140309356,0.001477230856051781,-0.0005854865131625087,0.0008828267049139638,0.001245968656554658,-0.02337189545767787,20251005_161034
1,True,-0.0035505529816907055,0.137104437184062,0.038043309135649066,0.579700604883524,,0.04159386211733977,0.44259616769946203,,,-0.2233287356073001,0.27344050527048797,0.8,0.2197781826256094,0.13633606808642595,,,-0.15872265299233762,0.3824917446350861,,0.1551721000106469,0.2453873074510241,,,False,True,True,False,0.038187258140309356,0.001477230856051781,-0.0005854865131625087,0.0008828267049139638,0.001245968656554658,-0.02337189545767787,20251005_161034
10,False,-0.3849632200169796,0.1464551488213724,0.027396063991438818,0.5486205716014785,,0.41235928400841837,0.4021654227801061,,,-0.16885573593429468,0.2991689008159133,0.9558823529411765,0.2161074840826849,0.1527137519945409,,,-0.12702410520152363,0.36981337791146784,,0.25793911481545595,0.22335822909009545,,,True,False,True,False,-0.057449085596839256,0.016269305953755975,0.002912361984356071,0.001677390660804079,-0.02924884292884336,0.015902090236152022,20251005_161034
10,True,-0.3849632200169796,0.1464551488213724,-0.03005302160540048,0.5648898775552345,,0.3549101984115791,0.41843472873386206,,,-0.1659433739499386,0.3008462914767174,0.9558823529411765,0.21901984606704097,0.15439114265534498,,,-0.156272948130367,0.38571546814761987,,0.2286902718866126,0.23926031932624747,,,True,False,True,False,-0.057449085596839256,0.016269305953755975,0.002912361984356071,0.001677390660804079,-0.02924884292884336,0.015902090236152022,20251005_161034
100,False,-0.38546477951728353,0.30519542177027076,-0.08928788026484351,0.6244403162488231,,0.29617689925244,0.31924489447855237,,,-0.16842172151362453,0.38309866506203916,1.0,0.217043058003659,0.0779032432917684,,,-0.18597113490774161,0.4708652085463523,,0.19949364460954191,0.16566978677608152,,,False,False,True,False,0.03978302401352535,-0.008229712645212883,0.0028262974740362323,-0.0008250810223183191,0.02600867056961595,0.000988853101035081,20251005_161034
100,True,-0.38546477951728353,0.30519542177027076,-0.04950485625131815,0.6162106036036102,,0.33595992326596535,0.3110151818333395,,,-0.1655954240395883,0.38227358403972084,1.0,0.21986935547769523,0.07707816226945008,,,-0.15996246433812567,0.47185406164738736,,0.22550231517915786,0.1666586398771166,,,True,False,True,False,0.03978302401352535,-0.008229712645212883,0.0028262974740362323,-0.0008250810223183191,0.02600867056961595,0.000988853101035081,20251005_161034
101,False,0.10103178925022281,0.15635563612767683,-0.008073430874867848,0.6157883667835483,,0.10910522012509066,0.4594327306558715,,,-0.1663312921978901,0.3814784552217864,1.0,0.26736308144811294,0.22512281909410958,,,-0.1782311752772331,0.45620213532573384,,0.2792629645274559,0.299846499198057,,,True,True,True,False,0.0353222988272103,0.03557228338387275,0.00012855801593375515,-0.00016677102568440905,-0.01939789938553932,0.013160960752677309,20251005_161034
101,True,0.10103178925022281,0.15635563612767683,-0.043395729702078154,0.6513606501674211,,0.14442751895230097,0.49500501403974423,,,-0.16645985021382387,0.381311684196102,1.0,0.2674916394640467,0.22495604806842517,,,-0.15883327589169377,0.46936309607841115,,0.2598650651419166,0.3130074599507343,,,False,True,True,False,0.0353222988272103,0.03557228338387275,0.00012855801593375515,-0.00016677102568440905,-0.01939789938553932,0.013160960752677309,20251005_161034
102,False,0.08350980863541665,0.24663254961932046,-0.04258513064818097,0.3940556081371349,,0.12609493928359763,0.14742305851781445,,,-0.15862387551273577,0.24805824694677867,0.9473684210526315,0.24213368414815242,0.001425697327458203,,,-0.14179206272995742,0.27993406162285306,,0.22530187136537408,0.033301512003532596,,,False,True,True,False,0.017306532941578884,0.0029132776697607388,-0.0017131577977439194,0.0013556678980634895,-0.01129234304533075,0.004793051020629435,20251005_161034
102,True,0.08350980863541665,0.24663254961932046,-0.05989166358975988,0.39696888580689565,,0.14340147222517652,0.1503363361875752,,,-0.15691071771499185,0.24941391484484216,0.9473684210526315,0.2404205263504085,0.0027813652255216925,,,-0.13049971968462667,0.2847271126434825,,0.21400952832004333,0.03809456302416203,,,False,True,True,False,0.017306532941578884,0.0029132776697607388,-0.0017131577977439194,0.0013556678980634895,-0.01129234304533075,0.004793051020629435,20251005_161034
103,False,0.16143194802022523,0.3002708449537403,-0.041323485666796105,0.4251599471991588,,0.20275543368702134,0.12488910224541849,,,-0.15751447873599655,0.24838434676151078,0.9473684210526315,0.31894642675622176,0.05188649819222951,,,-0.1257758581758826,0.29492874809854985,,0.28720780619610786,0.005342096855190437,,,False,True,False,False,-0.018458632899350236,0.00861545636629063,-0.00044189687526530186,0.00014075991599876714,0.005909410791169689,0.00825882808316769,20251005_161034
103,True,0.16143194802022523,0.3002708449537403,-0.022864852767445865,0.4337754035654494,,0.1842968007876711,0.13350455861170912,,,-0.15707258186073125,0.248243586845512,0.9473684210526315,0.31850452988095646,0.05202725810822828,,,-0.13168526896705235,0.28666992001538216,,0.29311721698727755,0.013600924938358128,,,False,True,False,False,-0.018458632899350236,0.00861545636629063,-0.00044189687526530186,0.00014075991599876714,0.005909410791169689,0.00825882808316769,20251005_161034
104,False,-0.2932705956197985,-0.14822021912356564,0.0649613831958533,0.44908909256794033,,0.35823197881565183,0.597309311691506,,,-0.24858260277912697,0.2244426226444962,0.9746835443037974,0.04468799284067154,0.37266284176806186,,,-0.15611805741462934,0.302722595946182,,0.13715253820516918,0.45094281506974765,,,True,False,True,False,-0.018870004435081633,-0.032864631471943406,0.0011148355786337882,-0.0011159030051329788,-0.00782995790964447,-0.0073418263083649404,20251005_161034
104,True,-0.2932705956197985,-0.14822021912356564,0.04609137876077166,0.41622446109599703,,0.3393619743805702,0.5644446802195626,,,-0.24746776720049318,0.2233267196393632,0.9746835443037974,0.04580282841930533,0.3715469387629289,,,-0.1639480153242738,0.29538076963781706,,0.1293225802955247,0.4436009887613827,,,True,False,True,False,-0.018870004435081633,-0.032864631471943406,0.0011148355786337882,-0.0011159030051329788,-0.00782995790964447,-0.0073418263083649404,20251005_161034
105,False,-0.014656988871760817,0.18986590914061816,0.06174938705796965,0.4395866118890198,,0.07640637592973047,0.24972070274840166,,,-0.247503409976567,0.2233312193376871,0.9746835443037974,0.2328464211048062,0.03346531019706894,,,-0.13081636318621914,0.2989662675351154,,0.11615937431445833,0.10910035839449725,,,False,True,True,False,-0.031031373279376245,-0.008666531336081196,-0.0002431578885811747,-0.0004802022540530415,0.02969675281861242,-0.011068002494239393,20251005_161034
105,True,-0.014656988871760817,0.18986590914061816,0.030718013778593407,0.4309200805529386,,0.045375002650354226,0.24105417141232047,,,-0.24726025208798583,0.22285101708363406,0.9746835443037974,0.23260326321622501,0.0329851079430159,,,-0.16051311600483156,0.287898265040876,,0.14585612713307075,0.09803235590025786,,,False,True,True,False,-0.031031373279376245,-0.008666531336081196,-0.0002431578885811747,-0.0004802022540530415,0.02969675281861242,-0.011068002494239393,20251005_161034
